"hearing_id","year","decade","date_begin","date_end","witness_name","witness_affiliation","discipline1","discipline2","discipline3","sociologist","economist","anthropologist","psychologist","polscientist","agency","census","nsfsbe","thinktank","thinktank1","thinktank2","full_committee1","sub_committee1","full_committee2","sub_committee2","title_description","filter","HID","univ_aff"
"HRG-1980-SJS-0031",1980,"1980s","Mar. 20, 1980","Mar. 20, 1980","dan kenshalo","psychology prof, fla state univ","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on the judiciary. senate","subcommittee on antitrust, monopoly, and business rights","committee on aging, select. house","","cancer insurance and the elderly",1,54005,1
"HRG-1980-NAC-0001",1980,"1980s","Jan. 17, 1980","Jan. 17, 1980","charles kenny","psychologist, criterion dev inst","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on narcotics abuse and control, select. house","","","","drug use and abuse in the memphis-shelby county school system",1,54049,0
"HRG-1980-EDL-0019",1980,"1980s","Jun. 5, 1980","Jun. 11, 1980","douglas porter","research psychologist, harvard medical school; computer medicine lab, beth israel hosp","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on education and labor. house","subcommittee on elementary, secondary, and vocational education","","","educational testing act of 1979",1,54129,1
"HRG-1980-VAS-0009",1980,"1980s","Feb. 21, 1980","May 21, 1980","john wilson","psychologist, cleveland state univ; dir, forgotten warrior project, disabled amer veterans","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on veterans' affairs. senate","","","","vietnam veterans' readjustment, part 2",1,54151,1
"HRG-1980-AGH-0015",1980,"1980s","Apr. 23, 1980","Apr. 23, 1980","paul feng","clinical psychologist, danville, pa, state hosp","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on aging, select. house","subcommittee on health and long-term care","","","adult day care programs",1,54289,0
"HRG-1980-FCH-0055",1980,"1980s","Apr. 23, 1980","Apr. 30, 1980","gary schwartz","prof, univ of calif, los angeles, school of law","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on interstate and foreign commerce. house","subcommittee on consumer protection and finance","","","product liability: legislative hearings",1,54323,1
"HRG-1980-IIA-0002",1980,"1980s","May 22, 1980","May 22, 1980","robert colman","prof, community and social psychology, pa state univ","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on interior and insular affairs. house","subcommittee on energy and the environment","","","three mile island cleanup and rehabilitation",1,54477,1
"HRG-1980-WAM-0034",1980,"1980s","Mar. 21, 1980","Apr. 11, 1980","john bond","child psychologist","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on ways and means. house","subcommittee on health","","","national health insurance, vol. 3",1,54509,0
"HRG-1980-WAM-0034",1980,"1980s","Mar. 21, 1980","Apr. 11, 1980","william tsushima","clinical psychologist; prof, univ of hawaii","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on ways and means. house","subcommittee on health","","","national health insurance, vol. 3",1,54509,1
"HRG-1980-WAM-0034",1980,"1980s","Mar. 21, 1980","Apr. 11, 1980","tim gust","psychologist, rehabilitation hosp of the pacific","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on ways and means. house","subcommittee on health","","","national health insurance, vol. 3",1,54509,0
"HRG-1980-WAM-0034",1980,"1980s","Mar. 21, 1980","Apr. 11, 1980","barbara sloggett","clinical psychologist","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on ways and means. house","subcommittee on health","","","national health insurance, vol. 3",1,54509,0
"HRG-1980-FCH-0010",1980,"1980s","Apr. 29, 1980","Apr. 29, 1980","john lauber","aviation psychologist; chm, aviation safety committee, aerospace medical assn","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on interstate and foreign commerce. house","subcommittee on oversight and investigations","","","air ambulances",1,54527,0
"HRG-1980-TEC-0060",1980,"1980s","Sep. 19, 1980","Sep. 19, 1980","david levy","exec dean, parsons school of design","Economist","Psychologist","",0,1,0,1,0,"",0,0,0,"","","committee on science and technology. house","subcommittee on science, research, and technology","","","h.r. 7270: to promote excellence in design",2,54542,1
"HRG-1980-LHR-0023",1980,"1980s","Feb. 6, 1980","Feb. 6, 1980","lenore walker","dir, domestic violence inst, colo women's coll","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on labor and human resources. senate","subcommittee on child and human development","","","domestic violence prevention and services act, 1980",1,54597,1
"HRG-1980-TEC-0019",1980,"1980s","Feb. 5, 1980","Feb. 20, 1980","judith rodin","psychology prof, yale univ","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on science and technology. house","subcommittee on science, research, and technology","","","1981 national science foundation authorization",1,54643,1
"HRG-1980-TEC-0019",1980,"1980s","Feb. 5, 1980","Feb. 20, 1980","harlan lane","psychology prof, northeastern univ","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on science and technology. house","subcommittee on science, research, and technology","","","1981 national science foundation authorization",1,54643,1
"HRG-1980-WAM-0064",1980,"1980s","Apr. 7, 1980","Apr. 8, 1980","james kent","assoc clinical psychology prof, pediatrics, school of medicine, univ of southern calif","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on ways and means. house","subcommittee on public assistance and unemployment compensation","","","child abuse service programs",1,54829,1
"HRG-1981-EDL-0020",1981,"1980s","Mar. 24, 1981","May 20, 1981","robert williams","student, george washington univ","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on education and labor. house","","","","impact of administration's economic proposals on programs under the jurisdiction of the education and labor committee",1,54886,1
"HRG-1981-HAP-0096",1981,"1980s","Jun. 24, 1981","Jun. 24, 1981","john o'connor","psychology dept, western ky univ; representing assn for the advancement of psychology and amer psychological assn","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on appropriations. house","subcommittee on labor, hhs, and education appropriations","","","departments of labor, health and human services, education, and related agencies appropriations for 1982 part 9: testimony of members of congress and interested individuals and organizations",1,54967,1
"HRG-1981-AGH-0015",1981,"1980s","May 27, 1981","May 27, 1981","peggy anderson","dept of psychology, northeastern ill univ","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on aging, select. house","","","","impact of the administration's proposed budget policies upon the black elderly",1,55032,1
"HRG-1981-HAP-0062",1981,"1980s","May 7, 1981","May 8, 1981","herbert simon","economist, carnegie-mellon univ","Economist","Psychologist","",0,1,0,1,0,"",0,0,0,"","","committee on appropriations. house","subcommittee on hud and independent agencies appropriations","","","department of housing and urban development; independent agencies appropriations for 1982 part 8: members of congress and public witnesses",2,55047,1
"HRG-1981-HAP-0062",1981,"1980s","May 7, 1981","May 8, 1981","richard ryan","jr. , assoc dean, medical services, harvard medical school","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on appropriations. house","subcommittee on hud and independent agencies appropriations","","","department of housing and urban development; independent agencies appropriations for 1982 part 8: members of congress and public witnesses",1,55047,1
"HRG-1981-TEC-0069",1981,"1980s","Jul. 14, 1981","Jul. 16, 1981","alan berman","dir, research, naval research lab","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on science and technology. house","subcommittee on science, research, and technology","","","implementation of p.l. 96-480, stevenson-wydler technology innovation act of 1980",1,55225,0
"HRG-1981-DCH-0010",1981,"1980s","Nov. 17, 1981","Nov. 18, 1981","charles levy","clinical psychologist, st elizabeths hosp, dc; representing dc psychological assn","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on the district of columbia. house","subcommittee on fiscal affairs and health","","","deinstitutionalization of the mentally ill",1,55327,0
"HRG-1981-DCH-0010",1981,"1980s","Nov. 17, 1981","Nov. 18, 1981","peter magaro","psychology prof, ohio state univ","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on the district of columbia. house","subcommittee on fiscal affairs and health","","","deinstitutionalization of the mentally ill",1,55327,1
"HRG-1981-EDL-0005",1981,"1980s","Mar. 9, 1981","Mar. 12, 1981","james kent","assoc clinical pediatrics and psychology prof, univ of southern calif school of medicine; dir, child and family programs, children's inst intl","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on education and labor. house","subcommittee on select education","","","reauthorization of the child abuse prevention and treatment and adoption reform act",1,55360,1
"HRG-1981-PWO-0035",1981,"1980s","Jul. 23, 1981","Jul. 23, 1981","james anderson","chemistry prof, harvard univ","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on environment and public works. senate","subcommittee on toxic substances and environmental oversight","","","effect of chlorofluorocarbons on the ozone layer",1,55412,1
"HRG-1981-LHR-0063",1981,"1980s","Apr. 7, 1981","Apr. 7, 1981","william bevan","psychology prof and provost, duke univ; representing amer psychological assn and assn for the advancement of psychology","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on labor and human resources. senate","","","","reauthorization of the national science foundation, 1981",1,55448,1
"HRG-1981-ADH-0001",1981,"1980s","Jan. 28, 1981","Jan. 29, 1981","robert kahn","dir, info processing techniques, def advanced research projects agency","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on house administration. house","","","","technical advisory panel on the digital data communications network",1,55570,0
"HRG-1981-TEC-0059",1981,"1980s","Oct. 13, 1981","Oct. 14, 1981","jay glass","neurobiologist and psychologist, univ of pittsburgh","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on science and technology. house","subcommittee on science, research, and technology","","","use of animals in medical research and testing",1,55574,1
"HRG-1981-EDL-0042",1981,"1980s","Jul. 21, 1981","Nov. 5, 1981","william mehrens","measurement and statistics prof, dept of educ psychology, mich state univ","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on education and labor. house","subcommittee on elementary, secondary, and vocational education","","","educational testing act of 1981",1,55666,1
"HRG-1981-IIA-0018",1981,"1980s","Jun. 18, 1981","Jun. 18, 1981","caroline williams","rancher and psychologist","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on interior and insular affairs. house","subcommittee on public lands and national parks","","","additions to the national wilderness preservation system, part iii",1,55680,0
"HRG-1981-EDL-0059",1981,"1980s","May 13, 1981","Sep. 23, 1981","r. bridge","dir, horace mann-lincoln inst; assoc prof, psychology and educ, teachers coll, columbia univ","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on education and labor. house","subcommittee on elementary, secondary, and vocational education","","","oversight on private schools",1,55767,1
"HRG-1981-LHR-0032",1981,"1980s","Apr. 30, 1981","Apr. 30, 1981","john mcgee","psychologist, univ of nebr medical center","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on labor and human resources. senate","subcommittee on handicapped","","","developmental disabilities assistance and bill of rights act, 1981",1,55862,1
"HRG-1981-SAP-0029",1981,"1980s","Apr. 30, 1981","May 21, 1981","richard ryan","jr. , assoc dean, medical services, harvard medical school; member, va special medical advisory group","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on appropriations. senate","subcommittee on hud and independent agencies appropriations","","","department of housing and urban development, and certain independent agencies appropriations, fy82, part 2",1,55893,1
"HRG-1981-SJS-0039",1981,"1980s","Oct. 22, 1981","Oct. 22, 1981","stanton samenow","clinical psychologist; member, president's law enforcement task force","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on the judiciary. senate","subcommittee on juvenile justice","","","early identification and classification of juvenile delinquents",1,56008,0
"HRG-1981-VAS-0005",1981,"1980s","Apr. 30, 1981","Apr. 30, 1981","john smith","vietnam veteran; clinical psychologist, dept of psychiatry, duke univ","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on veterans' affairs. senate","","","","veterans' programs extension and improvement act of 1981",1,56033,1
"HRG-1981-TEC-0045",1981,"1980s","Sep. 9, 1981","Sep. 17, 1981","donald erwin","human factors psychologist engr, bell telephone labs","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on science and technology. house","subcommittee on science, research, and technology","","","human factor in innovation and productivity",1,56325,0
"HRG-1981-HJH-0020",1981,"1980s","Sep. 17, 1981","Nov. 19, 1981","norman miller","social psychology prof, social science research inst, univ of southern calif","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on the judiciary. house","subcommittee on civil and constitutional rights","","","school desegregation",1,56344,1
